S.No,Crime,Gender,Age,Income,Job,Maritalstatus,Education,Harm,Attack,AttackMethod
1426,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Middle,Health Sector Manager,Married,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
1427,Misuse of Debit Cards or Credit Cards,Female,Between 38 and 50,Low,Housewife,Married,Primary Education,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site
1428,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Low,Others,Married,Primary Education,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
1429,Misuse of Debit Cards or Credit Cards,Male,27 and Under,Low,Technical,Single,Primary Education,Internet Shopping by Intoducing Himself as a Bank Clerk,Hacking Social Media Accounts,Card Copying / Generating Devices
1430,Hacking into the Information System and Capturing Data,Female,27 and Under,Middle,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site
1431,Hacking into the Information System and Capturing Data,Male,Between 38 and 50,Middle,Technical,Married,Primary Education,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1432,Hacking into the Information System and Capturing Data,Male,Between 38 and 50,Low,Technical,Married,High School,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1433,Hacking into the Information System and Capturing Data,Male,27 and Under,Middle,Others,Married,High School,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1434,Hacking into the Information System and Capturing Data,Male,Between 28 and 37,Low,Technical,Single,Primary Education,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site
1435,Hacking into the Information System and Capturing Data,Male,27 and Under,Low,Student,Single,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site
1436,Hacking into the Information System and Capturing Data,Male,27 and Under,Low,Technical,Single,Primary Education,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1437,Hacking into the Information System and Capturing Data,Male,Between 28 and 37,Low,Technical,Married,Graduate,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1438,Hacking into the Information System and Capturing Data,Male,Between 38 and 50,Low,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site
1439,Hacking into the Information System and Capturing Data,Male,Between 28 and 37,Low,Others,Married,High School,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1440,Hacking into the Information System and Capturing Data,Male,27 and Under,Low,Student,Single,High School,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1441,Hacking into the Information System and Capturing Data,Male,27 and Under,Low,Student,Single,High School,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1442,Hacking into the Information System and Capturing Data,Female,27 and Under,Middle,Justice and Security,Single,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Card Copying / Generating Devices
1443,Hacking into the Information System and Capturing Data,Male,Between 28 and 37,Low,Technical,Married,Primary Education,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Card Copying / Generating Devices
1444,Hacking into the Information System and Capturing Data,Male,Between 38 and 50,Middle,Technical,Married,High School,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1445,Hacking into the Information System and Capturing Data,Male,Between 28 and 37,Middle,Technical,Single,High School,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1446,Hacking into the Information System and Capturing Data,Male,27 and Under,Low,Student,Single,High School,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1447,Hacking into the Information System and Capturing Data,Male,Between 28 and 37,Middle,Health Sector Manager,Married,Graduate,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1448,Hacking into the Information System and Capturing Data,Male,27 and Under,Low,Student,Single,Graduate,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1449,Hacking into the Information System and Capturing Data,Male,27 and Under,Low,Technical,Single,Primary Education,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site
1450,Hacking into the Information System and Capturing Data,Male,Between 28 and 37,Middle,Technical,Single,Primary Education,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1451,Hacking into the Information System and Capturing Data,Male,Between 38 and 50,Middle,Retired,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site
1452,Hacking into the Information System and Capturing Data,Male,Between 38 and 50,Middle,Technical,Married,Primary Education,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1453,Hacking into the Information System and Capturing Data,Male,51 and Above,Middle,Education,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site
1454,Hacking into the Information System and Capturing Data,Female,51 and Above,Low,Retired,Married,Graduate,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1455,Hacking into the Information System and Capturing Data,Male,Between 28 and 37,Middle,Technical,Married,Primary Education,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1456,Hacking into the Information System and Capturing Data,Male,27 and Under,Low,Student,Single,Graduate,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1457,Hacking into the Information System and Capturing Data,Male,Between 28 and 37,Middle,Education,Married,Graduate,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1458,Hacking into the Information System and Capturing Data,Male,Between 28 and 37,Middle,Technical,Married,High School,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1459,Hacking into the Information System and Capturing Data,Male,Between 38 and 50,Middle,Technical,Married,High School,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1460,Hacking into the Information System and Capturing Data,Male,27 and Under,Low,Student,Single,High School,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1461,Hacking into the Information System and Capturing Data,Male,27 and Under,Low,Student,Single,High School,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1462,Hacking into the Information System and Capturing Data,Female,27 and Under,Low,Student,Single,High School,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1463,Hacking into the Information System and Capturing Data,Male,Between 28 and 37,Low,Technical,Married,High School,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1464,Hacking into the Information System and Capturing Data,Male,27 and Under,Low,Student,Single,Graduate,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1465,Hacking into the Information System and Capturing Data,Male,Between 38 and 50,Low,Justice and Security,Married,Graduate,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1466,Hacking into the Information System and Capturing Data,Male,Between 38 and 50,High,Technical,Married,Primary Education,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1467,Hacking into the Information System and Capturing Data,Female,27 and Under,Low,Student,Single,High School,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1468,Hacking into the Information System and Capturing Data,Male,27 and Under,Low,Student,Single,High School,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1469,Hacking into the Information System and Capturing Data,Male,Between 28 and 37,Low,Technical,Married,Primary Education,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1470,Hacking into the Information System and Capturing Data,Male,27 and Under,Low,Student,Single,High School,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1471,Hacking into the Information System and Capturing Data,Male,Between 28 and 37,Middle,IT Sector,Married,Graduate,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1472,Hacking into the Information System and Capturing Data,Male,51 and Above,Middle,Technical,Married,High School,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1473,Hacking into the Information System and Capturing Data,Female,51 and Above,Middle,Education,Single,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site
1474,Hacking into the Information System and Capturing Data,Male,27 and Under,Low,Technical,Single,High School,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1475,Hacking into the Information System and Capturing Data,Male,27 and Under,Low,Technical,Married,Under Graduate,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1476,Hacking into the Information System and Capturing Data,Male,Between 28 and 37,Middle,Justice and Security,Married,High School,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1477,Hacking into the Information System and Capturing Data,Male,27 and Under,Low,Student,Single,Graduate,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1478,Hacking into the Information System and Capturing Data,Male,Between 28 and 37,Middle,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Card Copying / Generating Devices
1479,Hacking into the Information System and Capturing Data,Female,Between 38 and 50,Middle,Health Sector Manager,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site
1480,Hacking into the Information System and Capturing Data,Male,27 and Under,Middle,Technical,Single,High School,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1481,Hacking into the Information System and Capturing Data,Female,Between 38 and 50,Low,Technical,Single,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site
1482,Hacking into the Information System and Capturing Data,Male,51 and Above,Middle,Finance Sector,Married,Graduate,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1483,Hacking into the Information System and Capturing Data,Male,Between 38 and 50,Middle,Technical,Married,High School,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1484,Hacking into the Information System and Capturing Data,Male,Between 28 and 37,Low,Technical,Married,Primary Education,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1485,Hacking into the Information System and Capturing Data,Female,Between 28 and 37,Low,Technical,Single,Primary Education,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1486,Hacking into the Information System and Capturing Data,Male,Between 28 and 37,Middle,Technical,Married,High School,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1487,Hacking into the Information System and Capturing Data,Male,Between 28 and 37,Low,Technical,Married,Graduate,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1488,Hacking into the Information System and Capturing Data,Male,Between 28 and 37,Low,Technical,Married,Primary Education,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1489,Hacking into the Information System and Capturing Data,Female,27 and Under,Low,Student,Single,High School,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1490,Hacking into the Information System and Capturing Data,Male,Between 28 and 37,Low,Others,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Card Copying / Generating Devices
1491,Hacking into the Information System and Capturing Data,Male,27 and Under,Low,Student,Single,High School,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1492,Hacking into the Information System and Capturing Data,Male,Between 38 and 50,Middle,Justice and Security,Married,Graduate,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1493,Hacking into the Information System and Capturing Data,Male,51 and Above,Middle,Technical,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site
1494,Hacking into the Information System and Capturing Data,Male,27 and Under,Low,Technical,Single,High School,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1495,Hacking into the Information System and Capturing Data,Male,27 and Under,Low,Technical,Married,High School,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1496,Hacking into the Information System and Capturing Data,Male,27 and Under,Middle,Technical,Single,Primary Education,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1497,Hacking into the Information System and Capturing Data,Male,Between 38 and 50,Low,Technical,Single,Primary Education,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1498,Hacking into the Information System and Capturing Data,Male,51 and Above,Low,Retired,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site
1499,Hacking into the Information System and Capturing Data,Male,27 and Under,Low,Student,Married,Graduate,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1500,Hacking into the Information System and Capturing Data,Male,27 and Under,Low,Technical,Single,High School,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1501,Hacking into the Information System and Capturing Data,Male,27 and Under,Low,Technical,Married,Primary Education,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1502,Hacking into the Information System and Capturing Data,Male,Between 28 and 37,Low,Technical,Married,Primary Education,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1503,Hacking into the Information System and Capturing Data,Female,27 and Under,Low,Health Sector Manager,Single,Graduate,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1504,Hacking into the Information System and Capturing Data,Female,27 and Under,Low,Student,Single,High School,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1505,Hacking into the Information System and Capturing Data,Male,27 and Under,Low,Student,Married,Graduate,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1506,Hacking into the Information System and Capturing Data,Male,Between 38 and 50,Low,Technical,Married,Primary Education,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1507,Hacking into the Information System and Capturing Data,Male,Between 38 and 50,Low,Technical,Married,Primary Education,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1508,Hacking into the Information System and Capturing Data,Male,Between 38 and 50,Low,Technical,Married,High School,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1509,Hacking into the Information System and Capturing Data,Male,27 and Under,Low,Student,Single,Graduate,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1510,Hacking into the Information System and Capturing Data,Male,27 and Under,Low,Student,Single,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Card Copying / Generating Devices
1511,Hacking into the Information System and Capturing Data,Female,27 and Under,Middle,Student,Single,High School,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1512,Hacking into the Information System and Capturing Data,Female,27 and Under,Low,Student,Single,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site
1513,Hacking into the Information System and Capturing Data,Male,Between 28 and 37,Middle,Education,Single,Graduate,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1514,Hacking into the Information System and Capturing Data,Male,Between 38 and 50,Middle,Education,Married,Graduate,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1515,Hacking into the Information System and Capturing Data,Male,27 and Under,Low,Technical,Married,Primary Education,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Card Copying / Generating Devices
1516,Hacking into the Information System and Capturing Data,Female,27 and Under,Low,Housewife,Single,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Card Copying / Generating Devices
1517,Hacking into the Information System and Capturing Data,Male,Between 28 and 37,Low,Technical,Single,High School,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1518,Hacking into the Information System and Capturing Data,Female,27 and Under,Low,Technical,Single,High School,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
1519,Hacking into the Information System and Capturing Data,Male,51 and Above,Low,Retired,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site
1520,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site
1521,Through Informatics Theft,Female,Between 38 and 50,Low,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1522,Through Informatics Theft,Female,Between 38 and 50,Middle,Justice and Security,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1523,Through Informatics Theft,Male,Between 28 and 37,Middle,Technical,Married,Graduate,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1524,Through Informatics Theft,Male,27 and Under,Low,Student,Single,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site
1525,Through Informatics Theft,Female,27 and Under,Low,Housewife,Single,High School,Threating / Blackmailing,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1526,Through Informatics Theft,Female,Between 38 and 50,Low,Housewife,Married,Primary Education,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1527,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Threating / Blackmailing,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1528,Through Informatics Theft,Male,27 and Under,Low,Student,Single,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site
1529,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Threating / Blackmailing,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1530,Through Informatics Theft,Male,Between 28 and 37,High,Technical,Single,Graduate,Threating / Blackmailing,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1531,Through Informatics Theft,Male,Between 28 and 37,Middle,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1532,Through Informatics Theft,Male,Between 28 and 37,Middle,Health Sector Manager,Married,Under Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
1533,Through Informatics Theft,Male,27 and Under,Low,Student,Single,High School,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1534,Through Informatics Theft,Female,51 and Above,Low,Retired,Single,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1535,Through Informatics Theft,Male,51 and Above,Low,Retired,Married,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site
1536,Through Informatics Theft,Male,Between 38 and 50,Low,Technical,Married,Primary Education,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1537,Through Informatics Theft,Male,Between 38 and 50,High,IT Sector,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1538,Through Informatics Theft,Male,Between 38 and 50,Middle,Technical,Married,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
1539,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
1540,Through Informatics Theft,Male,27 and Under,Middle,Others,Single,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1541,Through Informatics Theft,Female,Between 28 and 37,Middle,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1542,Through Informatics Theft,Male,27 and Under,Middle,Technical,Single,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
1543,Through Informatics Theft,Male,Between 28 and 37,Middle,Justice and Security,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1544,Through Informatics Theft,Male,51 and Above,Middle,Retired,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1545,Through Informatics Theft,Male,Between 28 and 37,Middle,Finance Sector,Married,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site
1546,Through Informatics Theft,Female,Between 28 and 37,Middle,Health Sector Manager,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1547,Through Informatics Theft,Female,51 and Above,Middle,Health Sector Manager,Single,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1548,Through Informatics Theft,Male,Between 28 and 37,Low,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1549,Through Informatics Theft,Male,27 and Under,Middle,Technical,Single,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1550,Through Informatics Theft,Female,Between 28 and 37,Middle,Finance Sector,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1551,Through Informatics Theft,Female,Between 38 and 50,Middle,Health Sector Manager,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1552,Through Informatics Theft,Female,Between 38 and 50,Middle,Health Sector Manager,Single,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1553,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
1554,Through Informatics Theft,Male,Between 28 and 37,Middle,Technical,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1555,Through Informatics Theft,Male,Between 28 and 37,Middle,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1556,Through Informatics Theft,Male,Between 38 and 50,Middle,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1557,Through Informatics Theft,Female,Between 28 and 37,High,Health Sector Manager,Single,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site
1558,Through Informatics Theft,Male,Between 38 and 50,High,Justice and Security,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1559,Through Informatics Theft,Male,Between 28 and 37,Low,Technical,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1560,Through Informatics Theft,Male,27 and Under,Low,Student,Single,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1561,Through Informatics Theft,Male,27 and Under,Low,Student,Married,Primary Education,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site
1562,Through Informatics Theft,Male,Between 28 and 37,Middle,Technical,Single,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1563,Through Informatics Theft,Male,Between 38 and 50,High,Education,Single,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
1564,Through Informatics Theft,Female,Between 38 and 50,Middle,Health Sector Manager,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1565,Through Informatics Theft,Female,Between 28 and 37,Middle,Housewife,Single,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1566,Through Informatics Theft,Male,Between 28 and 37,High,Justice and Security,Single,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1567,Through Informatics Theft,Male,Between 38 and 50,Middle,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1568,Through Informatics Theft,Female,Between 28 and 37,Low,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1569,Through Informatics Theft,Male,51 and Above,Low,Technical,Married,Primary Education,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1570,Through Informatics Theft,Male,Between 28 and 37,Middle,Others,Single,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
1571,Through Informatics Theft,Female,Between 28 and 37,Middle,Health Sector Manager,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1572,Through Informatics Theft,Female,51 and Above,Low,Retired,Married,Primary Education,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1573,Through Informatics Theft,Male,Between 38 and 50,Low,Technical,Single,Primary Education,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
1574,Through Informatics Theft,Male,27 and Under,Low,Student,Single,Primary Education,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
1575,Through Informatics Theft,Male,27 and Under,Low,Student,Married,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
1576,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
1577,Through Informatics Theft,Male,Between 38 and 50,Middle,Health Sector Manager,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1578,Through Informatics Theft,Male,27 and Under,Middle,Technical,Single,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
1579,Through Informatics Theft,Female,Between 28 and 37,Middle,Health Sector Manager,Single,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
1580,Through Informatics Theft,Male,27 and Under,Low,Student,Single,Primary Education,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
1581,Through Informatics Theft,Male,27 and Under,Low,Technical,Married,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
1582,Through Informatics Theft,Female,27 and Under,Low,Technical,Single,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
1583,Through Informatics Theft,Male,51 and Above,High,Others,Married,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
1584,Through Informatics Theft,Male,Between 28 and 37,Middle,Technical,Single,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1585,Through Informatics Theft,Female,27 and Under,Low,Student,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1586,Through Informatics Theft,Male,Between 38 and 50,Middle,Health Sector Manager,Married,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
1587,Through Informatics Theft,Male,Between 28 and 37,Middle,Technical,Single,Primary Education,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
1588,Through Informatics Theft,Female,Between 38 and 50,Low,Technical,Married,Primary Education,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1589,Through Informatics Theft,Male,Between 28 and 37,Low,Others,Married,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site
1590,Through Informatics Theft,Male,51 and Above,Low,Retired,Married,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
1591,Through Informatics Theft,Male,Between 38 and 50,High,IT Sector,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1592,Through Informatics Theft,Female,Between 28 and 37,Middle,Health Sector Manager,Single,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
1593,Through Informatics Theft,Male,51 and Above,High,Health Sector Manager,Single,Under Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1594,Through Informatics Theft,Female,Between 28 and 37,Middle,Education,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1595,Through Informatics Theft,Female,Between 28 and 37,Middle,Health Sector Manager,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1596,Through Informatics Theft,Male,Between 28 and 37,Middle,Finance Sector,Married,High School,Threating / Blackmailing,Obtaining and Using Data in Digital Environment,Social Engineering
1597,Through Informatics Theft,Male,Between 38 and 50,Middle,Technical,Married,Primary Education,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
